curie,label,retrieved_at
XCO:0000059,physical activity,2025-12-05T17:18:00.692234
XCO:0000102,fasting,2026-08-14T03:13:19.171840
XCO:0000237,viral pathogen,2026-08-14T11:22:51.457219
XCO:0000268,balloon angioplasty,2025-12-05T17:18:00.692214
XCO:0000284,controlled visible light exposure,2025-12-05T17:18:00.692227
XCO:0000451,Herpes simplex virus type 1,2026-08-14T11:22:38.764207
XCO:0000512,teratogen,2026-08-14T11:19:36.699482
XCO:0000950,anticonvulsant,2026-08-14T11:19:23.100215
XCO:0001069,sleep restriction,2025-12-05T17:18:00.692231
XCO:0001112,nephrotoxic chemical,2026-08-14T11:19:55.887953
XCO:0001265,stress,2026-08-14T11:10:28.210918
XCO:0001598,gestational maternal exposure to valproate,2026-08-14T11:18:37.779976
XCO:0001602,dehydration,2026-08-14T03:13:56.124063
